,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
443,444,Fernando,Forestieri,Watford,18,Forward,44,0.0,0.0,0,0.0,0,0,44,3,False,BOU,15,0
444,445,Boaz,Myhill,West Brom,19,Goalkeeper,44,,,1980,0.0,127,35,46,3,False,CRY,3,3
445,446,Ben,Foster,West Brom,19,Goalkeeper,49,100.0,100.0,450,3.8,0,0,50,3,False,CRY,3,0
446,447,Jonas,Olsson,West Brom,19,Defender,43,100.0,100.0,1414,4.0,68,17,45,3,False,CRY,3,0
447,448,Craig,Dawson,West Brom,19,Defender,51,100.0,75.0,2430,4.0,106,25,50,3,False,CRY,3,1
448,449,Joleon,Lescott,Aston Villa,2,Defender,46,100.0,100.0,1845,4.0,67,11,49,3,True,STK,14,1
449,450,Sébastien,Pocognoli,West Brom,19,Defender,42,,,0,0.0,0,0,43,3,False,CRY,3,0
450,451,Cristian,Gamboa,West Brom,19,Defender,38,,,28,0.0,-1,0,39,3,False,CRY,3,0
451,452,Gareth,McAuley,West Brom,19,Defender,49,100.0,75.0,2070,1.0,94,24,50,3,False,CRY,3,1
452,453,Darren,Fletcher,West Brom,19,Midfielder,43,100.0,100.0,2385,2.0,65,14,44,3,False,CRY,3,2
453,454,Stéphane,Sessegnon,West Brom,19,Midfielder,51,100.0,100.0,1149,2.8,0,0,52,3,False,CRY,3,0
454,455,Craig,Gardner,West Brom,19,Midfielder,51,,,1283,3.5,31,8,53,3,False,CRY,3,1
455,456,James,Morrison,West Brom,19,Midfielder,45,0.0,0.0,1338,0.0,110,23,49,3,False,CRY,3,2
456,457,Chris,Brunt,West Brom,19,Midfielder,51,0.0,100.0,1800,0.3,55,9,53,3,False,CRY,3,2
457,458,Claudio,Yacob,West Brom,19,Midfielder,44,100.0,100.0,1991,2.3,60,11,44,3,False,CRY,3,1
458,459,Callum,McManaman,West Brom,19,Midfielder,43,0.0,0.0,258,0.0,39,9,48,3,False,CRY,3,1
459,460,James,McClean,West Brom,19,Midfielder,47,100.0,100.0,1763,1.3,32,8,48,3,False,CRY,3,1
460,461,Victor,Anichebe,West Brom,19,Forward,45,100.0,100.0,335,1.0,0,0,47,3,False,CRY,3,0
461,462,Saido,Berahino,West Brom,19,Forward,58,100.0,100.0,1086,2.8,41,12,62,3,False,CRY,3,1
462,463,Brown,Ideye,West Brom,19,Forward,53,0.0,0.0,0,0.0,0,0,53,3,False,CRY,3,0
463,464,Georgios,Samaras,West Brom,19,Forward,44,,,0,0.0,0,0,44,3,False,CRY,3,0
464,465,Adrián,San Miguel del Castillo,West Ham,20,Goalkeeper,50,100.0,100.0,2160,4.5,32,3,50,3,False,SUN,19,1
465,466,Darren,Randolph,West Ham,20,Goalkeeper,44,100.0,100.0,270,0.0,66,16,45,3,False,SUN,19,0
466,467,James,Collins,West Ham,20,Defender,43,100.0,100.0,1374,3.3,4,1,43,3,False,SUN,19,1
467,468,Joey,O'Brien,West Ham,20,Defender,44,0.0,0.0,0,0.0,0,0,44,3,False,SUN,19,0
468,469,Winston,Reid,West Ham,20,Defender,48,0.0,75.0,1325,2.8,109,15,50,3,False,SUN,19,0
469,470,James,Tomkins,West Ham,20,Defender,49,0.0,0.0,1825,2.0,77,15,50,3,False,SUN,19,1
470,471,Aaron,Cresswell,West Ham,20,Defender,57,100.0,100.0,2324,4.5,94,24,56,3,False,SUN,19,0
471,472,Reece,Burke,West Ham,20,Defender,39,100.0,100.0,0,0.0,0,0,39,3,False,SUN,19,0
472,473,Reece,Oxford,West Ham,20,Defender,37,100.0,100.0,138,0.0,7,1,40,3,False,SUN,19,0
473,474,Stewart,Downing,West Ham,20,Midfielder,60,,,0,0.0,0,0,60,3,False,SUN,19,0
474,475,Mark,Noble,West Ham,20,Midfielder,54,100.0,100.0,2245,4.8,105,23,55,3,False,SUN,19,1
475,476,Kevin,Nolan,West Ham,20,Midfielder,54,0.0,0.0,57,0.0,2,1,54,3,False,SUN,19,0
476,477,Matthew,Jarvis,Norwich,12,Midfielder,46,100.0,100.0,624,1.0,34,12,49,1,True,LEI,4,1
477,478,Cheikhou,Kouyaté,West Ham,20,Midfielder,52,100.0,100.0,2055,2.8,74,19,56,3,False,SUN,19,2
478,479,Diego,Poyet,West Ham,20,Midfielder,45,0.0,0.0,0,0.0,0,0,45,3,False,SUN,19,0
479,480,Morgan,Amalfitano,West Ham,20,Midfielder,46,0.0,0.0,0,0.0,0,0,47,3,False,SUN,19,0
480,481,Pedro,Obiang,West Ham,20,Midfielder,48,100.0,100.0,866,0.8,64,11,49,3,False,SUN,19,0
481,482,Dimitri,Payet,West Ham,20,Midfielder,83,100.0,100.0,1680,5.3,136,35,78,3,False,SUN,19,10
482,483,Andy,Carroll,West Ham,20,Forward,63,100.0,100.0,758,0.8,2,1,64,3,False,SUN,19,0
483,484,Enner,Valencia,West Ham,20,Forward,56,0.0,75.0,862,2.0,0,0,59,3,False,SUN,19,0
484,485,Diafra,Sakho,West Ham,20,Forward,62,50.0,0.0,1038,0.0,80,22,66,3,False,SUN,19,2
485,486,Modibo,Maiga,West Ham,20,Forward,45,0.0,0.0,27,0.0,29,6,45,3,False,SUN,19,0
486,487,Mauro,Zárate,West Ham,20,Forward,53,100.0,100.0,788,0.0,9,2,54,3,False,SUN,19,1
487,488,Mark,Bunn,Aston Villa,2,Goalkeeper,43,,,630,2.8,0,0,44,1,True,STK,14,0
488,489,Cuco,Martina,Southampton,13,Defender,41,,,365,0.0,7,1,43,1,False,CHE,16,0
489,490,Adam,Matthews,Sunderland,16,Defender,42,100.0,100.0,37,0.0,0,0,43,1,True,WHU,5,0
490,491,Yohan,Cabaye,Crystal Palace,5,Midfielder,64,75.0,100.0,1988,1.3,82,8,64,3,True,WBA,17,14
491,492,José,Holebas,Watford,18,Defender,40,100.0,100.0,585,1.5,31,2,43,3,False,BOU,15,0
492,493,Idrissa,Gueye,Aston Villa,2,Midfielder,46,100.0,100.0,2093,2.5,47,5,48,1,True,STK,14,2
493,494,Jon,Flanagan,Liverpool,8,Defender,44,100.0,100.0,0,0.0,0,0,45,1,False,EVE,7,0
494,495,Matteo,Darmian,Man Utd,10,Defender,54,100.0,0.0,1520,2.0,78,15,58,3,False,ARS,2,-1
495,496,Bastian,Schweinsteiger,Man Utd,10,Midfielder,66,0.0,0.0,1181,0.0,61,7,67,3,False,ARS,2,2
496,497,Georginio,Wijnaldum,Newcastle,11,Midfielder,69,,,2252,2.0,68,10,68,1,False,MCI,1,5
497,498,Gastón,Ramírez,Southampton,13,Midfielder,52,0.0,0.0,31,0.0,0,0,53,1,False,CHE,16,0
498,499,Glen,Johnson,Stoke,15,Defender,51,0.0,0.0,2184,0.8,39,6,50,1,False,AVL,18,12
499,500,Marco,Van Ginkel,Stoke,15,Midfielder,50,0.0,0.0,755,0.0,58,9,52,1,False,AVL,18,1
500,501,Valon,Behrami,Watford,18,Midfielder,42,100.0,100.0,1003,2.5,35,8,44,3,False,BOU,15,0
501,502,Angelo,Ogbonna,West Ham,20,Defender,49,100.0,100.0,1336,2.3,58,9,49,3,False,SUN,19,0
502,503,Mark,Schwarzer,Leicester,7,Goalkeeper,38,100.0,100.0,0,0.0,0,0,40,1,False,NOR,13,0
503,504,Anders,Lindegaard,West Brom,19,Goalkeeper,43,100.0,100.0,0,0.0,0,0,45,3,False,CRY,3,0
504,505,Karl,Darlow,Newcastle,11,Goalkeeper,39,100.0,100.0,90,0.0,0,0,40,1,False,MCI,1,0
505,506,Jamaal,Lascelles,Newcastle,11,Defender,42,100.0,100.0,300,-0.7,0,0,43,1,False,MCI,1,0
506,507,Tony,Andreu,Norwich,12,Midfielder,42,100.0,100.0,0,0.0,0,0,44,1,True,LEI,4,0
507,508,Jordy,Clasie,Southampton,13,Midfielder,52,100.0,100.0,964,1.3,0,0,53,1,False,CHE,16,0
508,509,Mohamed,El Ouriachi,Stoke,15,Midfielder,42,,,0,0.0,0,0,44,1,False,AVL,18,0
509,510,Jeremain,Lens,Sunderland,16,Midfielder,60,0.0,0.0,1189,0.3,56,19,65,1,True,WHU,5,3
510,511,Allan-Roméo,Nyom,Watford,18,Defender,46,100.0,100.0,1983,1.3,113,23,45,3,False,BOU,15,2
511,512,Elliot,Lee,West Ham,20,Forward,43,0.0,0.0,0,0.0,0,0,44,3,False,SUN,19,0
512,513,Jordan,Amavi,Aston Villa,2,Defender,48,0.0,0.0,837,0.0,93,9,50,1,True,STK,14,2
513,514,Patrick,Bamford,Norwich,12,Forward,53,0.0,100.0,160,0.5,4,2,56,3,True,WBA,17,0
514,515,Joseph,Gomez,Liverpool,8,Defender,42,0.0,0.0,437,0.0,65,12,48,1,False,EVE,7,0
515,516,Patrick,Roberts,Man City,9,Midfielder,42,0.0,0.0,5,0.0,0,0,43,3,True,NEW,20,0
516,517,Aleksandar,Mitrovic,Newcastle,11,Forward,62,100.0,50.0,1503,3.3,-1,0,62,1,False,MCI,1,6
517,518,Alex,McCarthy,Crystal Palace,5,Goalkeeper,38,,,540,0.0,93,15,41,3,True,WBA,17,0
518,519,Miguel,Britos,Watford,18,Defender,45,100.0,100.0,1353,1.8,0,0,45,3,False,BOU,15,0
519,520,José Manuel,Jurado Marín,Watford,18,Midfielder,53,25.0,25.0,1493,1.3,75,13,55,3,False,BOU,15,0
520,521,Manuel,Lanzini,West Ham,20,Midfielder,49,100.0,100.0,1016,0.8,56,12,53,3,False,SUN,19,5
521,522,José Ángel,Crespo,Aston Villa,2,Defender,44,0.0,0.0,90,0.0,0,0,44,1,True,STK,14,2
522,523,Jordan,Ayew,Aston Villa,2,Forward,54,100.0,0.0,1414,-0.5,-4,2,56,1,True,STK,14,1
523,524,Sergio,Romero,Man Utd,10,Goalkeeper,43,,,360,0.0,54,13,48,3,False,ARS,2,0
524,525,Ibrahim,Afellay,Stoke,15,Midfielder,51,100.0,100.0,1490,4.3,9,1,53,1,False,AVL,18,1
525,526,Steven,Berghuis,Watford,18,Midfielder,55,100.0,100.0,91,0.0,10,3,57,3,False,BOU,15,0
526,527,Robbie,Brady,Norwich,12,Midfielder,54,100.0,100.0,2328,3.3,97,17,54,1,True,LEI,4,3
527,528,Steven,Caulker,Liverpool,8,Defender,52,100.0,100.0,151,0.0,30,7,54,1,False,CHE,16,0
528,529,James,Chester,West Brom,19,Defender,45,100.0,100.0,447,1.5,0,0,49,3,False,CRY,3,0
529,530,Jordan,Veretout,Aston Villa,2,Midfielder,56,,,1606,2.8,14,3,57,1,True,STK,14,2
530,531,Rudy,Gestede,Aston Villa,2,Forward,55,100.0,100.0,1177,1.0,9,6,58,1,True,STK,14,2
531,532,Chancel,Mbemba,Newcastle,11,Defender,49,0.0,0.0,2113,0.3,92,12,50,1,False,MCI,1,-1
532,533,Yohan,Benalouane,Leicester,7,Defender,42,0.0,0.0,68,0.0,3,1,44,1,False,NOR,13,1
533,534,Removed,Player,Leicester,7,Defender,50,,,0,0.0,0,0,50,1,False,NOR,13,0
534,535,Max,Gradel,Bournemouth,3,Midfielder,57,100.0,0.0,320,0.8,54,15,59,3,True,WAT,11,0
535,536,Lee,Tomlin,Bournemouth,3,Forward,47,0.0,0.0,290,0.0,10,4,48,3,True,WAT,11,0
536,537,Bakary,Sako,Crystal Palace,5,Midfielder,50,75.0,75.0,667,0.0,81,28,56,3,True,WBA,17,0
537,538,N'Golo,Kanté,Leicester,7,Midfielder,50,0.0,100.0,2122,3.0,71,9,50,1,False,NOR,13,7
538,539,Jeff,Reine-Adelaide,Arsenal,1,Midfielder,48,,,0,0.0,0,0,49,3,True,MUN,3,0
539,540,Baily,Cargill,Bournemouth,3,Defender,39,,,0,0.0,0,0,40,3,True,WAT,11,0
540,541,Tom,Lawrence,Leicester,7,Forward,44,0.0,0.0,0,0.0,0,0,44,1,False,NOR,13,0
541,542,Kelechi,Iheanacho,Man City,9,Forward,48,100.0,100.0,356,2.3,35,10,49,3,True,NEW,20,1
542,543,Vadis,Odjidja-Ofoe,Norwich,12,Midfielder,49,100.0,100.0,255,0.3,0,0,50,1,True,LEI,4,0
543,544,Yann,M'Vila,Sunderland,16,Midfielder,49,100.0,100.0,2305,2.0,123,18,50,1,True,WHU,5,10
544,545,Martin,Samuelsen,West Ham,20,Midfielder,44,0.0,0.0,0,0.0,0,0,44,3,False,SUN,19,0
545,546,Sam,Johnstone,Man Utd,10,Goalkeeper,43,0.0,0.0,0,0.0,0,0,44,3,False,ARS,2,0
546,547,Conor,McAleny,Everton,6,Forward,44,0.0,0.0,0,0.0,0,0,45,1,True,LIV,10,0
547,548,Rene,Gilmartin,Watford,18,Goalkeeper,40,0.0,0.0,0,0.0,0,0,40,3,False,BOU,15,0
548,549,Paulo,Gazzaniga,Southampton,13,Goalkeeper,45,,,180,0.0,0,0,45,1,False,CHE,16,0
549,550,Jack,Rose,West Brom,19,Goalkeeper,39,,,0,0.0,0,0,40,3,False,CRY,3,0
